ID	label	subClassOf [ID]	subClassOf [LABEL]	SYNONYMS	inSubset	definition
ENVO:01001029	fecal environment	ENVO:01000254	environmental system	Animal distal gut	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by feces.
ENVO:01001030	environment determined by a metazoan secretion	ENVO:01000254	environmental system	Animal secretion	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a bodily secretion of a metazoan.
ENVO:01001031	environment determined by a plant substance	ENVO:01000254	environmental system	Plant secretion	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a substance produced by a plant.
ENVO:01001032	environment determined by a biofilm on a plant surface			Plant surface	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a biofilm on the surface of a plant.
ENVO:01001033	digestive tract environment	ENVO:2100000	anatomical entity environment	Animal proximal gut	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a digestive tract.
ENVO:01001034	environment determined by a biofilm on an animal surface			Animal surface	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a biofilm on the surface of a animal.
ENVO:01001035	environment determined by a biofilm on a fungal surface			Fungus surface	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a biofilm on the surface of a fungus.
ENVO:01001036	sediment permeated by saline water	ENVO:00002007|RO:0002219 some ENVO:00002010	sediment|surrounded by some saline water		obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	Sediment which has its porespace filled by water with increased levels of sodium chloride and other salts.
ENVO:01001041	fungi-associated environment			Fungus|fungus environment|fungus-associated environment	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system determined by a fungal structure.
ENVO:01001042	sterile water environment	ENVO:01000317|RO:0002473 some ENVO:00005791	 some sterile water|aquatic environment	Negative	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by sterile water.
ENVO:01001043	hypersaline water environment	ENVO:01000307	saline water environment	Hypersaline (saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics|obo:subsets/envo-basic.obo#envoPolar	An environmental system which has its properties and dynamics determined by hypersaline water.
ENVO:01001044	soil environment	ENVO:01000254	environmental system	Soil (non-saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by soil.
ENVO:01001046	planetary subsurface environment	ENVO:01000254	environmental system		obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by the subsurface zone of a planet.
ENVO:01001047	non-saline planetary subsurface environment	ENVO:01001046	planetary subsurface environment	Subsurface (non-saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by those parts of a planetary subsurface zone which are not saline.
ENVO:01001048	sediment environment	ENVO:01000254	environmental system		obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by sediment.
ENVO:01001049	non-saline sediment environment	ENVO:01001048	sediment environment	Sediment (non-saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by sediment permeated by non-saline water.
ENVO:01001050	saline sediment environment	ENVO:01001048	sediment environment	Sediment (saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by sediment permeated by saline water.
ENVO:01001051	environment determined by a biofilm on a non-saline surface			Surface (non-saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a biofilm on a surface which is exposed to non-saline materials.
ENVO:01001052	aerosol environment	ENVO:01000254	environmental system		obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by an aerosol.
ENVO:01001053	saline aerosol environment	ENVO:01001052	aerosol environment	Aerosol (saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a saline aerosol.
ENVO:01001054	non-saline aerosol environment	ENVO:01001052	aerosol environment	Aerosol (non-saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by an aerosol with a low concentration of dissolved solutes.
ENVO:01001055	environment associated with an animal part or small animal	ENVO:01001110	ecosystem	Animal corpus	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system determined by part of a living or dead animal, or a whole small animal.
ENVO:01001056	environment determined by a biofilm on a saline surface			Surface (saline)	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system which has its properties and dynamics determined by a biofilm on a surface which is exposed to saline materials.
ENVO:01001057	environment associated with a plant part or small plant			Plant corpus	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system determined by part of a living or dead plant, or a whole small plant.
ENVO:01001058	environment associated with a fungal tissue			Fungus corpus	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environmental system determined by part of a living or dead fungus.
ENVO:01001059	mock community culture	ENVO:02000008	cell culture	Mock community	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	A cell culture which is composed of a microbial community of known composition.
ENVO:01001060	single strain cell culture	ENVO:02000008	cell culture	Single strain	obo:subsets/envo-basic.obo#envoEmpo|obo:subsets/envo-basic.obo#envoOmics	A cell culture which is composed of a single population of bacterial or archaeal cells.
ENVO:01001110	ecosystem	ENVO:01000254	environmental system			An environmental system which includes both living and non-living components.
ENVO:01001176	environment associated with an aquatic invertebrate				obo:subsets/envo-basic.obo#envoMeo|obo:subsets/envo-basic.obo#envoOmics	An environment which has its properties and composition largely determined by the presence of a metazoan which lacks a vetebral column and which has a habitat that is found in an aquatic environmental system.
ENVO:02000008	cell culture	ENVO:01000155	organic material			A cell culture is a growth of cells in vitro in an artificial medium for experimental research.
ENVO:02000140	fluid environmental material	ENVO:00010483	environmental material	fluid		A liquid or a gas.
ENVO:2100000	anatomical entity environment	BFO:0000050 some ENVO:01001000|ENVO:01000254	 some environmental system determined by an organism|environmental system			An environment which is determined by an anatomical entity.
